defendant_zip,total_filed,total_default,total_judgment,total_plaintiff_won,total_immediate,median_principal,n_d_attorney,cases_plaintiff_business
24599,10,1,6,4,2,1525,0,6
24602,7,3,5,5,0,3075,0,5
24603,8,3,6,6,1,1089.565,0,0
24605,206,95,135,135,28,700,2,121
24607,2,0,1,1,0,1400,0,2
24609,132,42,81,79,11,1124.48,3,56
24612,19,8,13,13,3,900,0,9
24613,15,3,11,11,2,1213,0,3
24614,64,22,38,38,6,1500,3,13
24620,12,6,8,8,1,1200,0,3
24622,8,5,7,7,0,1730,0,3
24624,2,1,1,1,0,740,0,0
24628,1,0,0,0,0,0,0,1
24630,198,70,129,127,27,1415,4,124
24631,19,8,13,13,0,680,0,5
24634,4,2,2,2,0,5647.62,0,2
24635,10,4,6,6,0,490,0,5
24637,40,13,30,30,6,1655,1,15
24639,73,26,45,44,14,1322.5,1,32
24641,168,73,119,118,17,1042.5,2,38
24646,4,1,3,3,0,600,0,0
24649,16,2,10,10,0,1100,1,1
24651,217,69,144,143,29,1077,1,115
24656,28,8,15,15,2,1592.5,2,12
24657,5,2,2,2,0,1650,0,1
NA,10475,4362,5931,5909,4062,1400,165,9060
